+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                     ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|fracXIsZero_uid17_fpMulTest_delay                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst                                                                   ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst                                                                                              ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|redist0_fracRnd_uid15_fxpToFPTest_merged_bit_select_b_1       ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|sticky_uid20_fxpToFPTest_delay                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|redist1_signX_uid6_fxpToFPTest_b_1                            ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst                                                               ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst                                                                                            ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|step_motor_encoder_inst                                                                                                                         ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|table_ram_stp_table_inst|altsyncram_component|auto_generated                                                                                    ; 88    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|table_ram_stp_table_inst                                                                                                                        ; 88    ; 33             ; 0            ; 33             ; 64     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|table_ram_spd_table_inst|altsyncram_component|auto_generated                                                                                    ; 88    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst|table_ram_spd_table_inst                                                                                                                        ; 88    ; 33             ; 0            ; 33             ; 64     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_8_inst                                                                                                                                                 ; 56    ; 1              ; 0            ; 1              ; 452    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|sensor_debounce_util_stop_inst                                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|sensor_debounce_em_stop_inst                                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|sensor_debounce_reset_inst                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_base_logic_inst                                                                                                                      ; 36    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|expXIsMax_uid12_fpToFxPTest_delay                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|redist1_frac_x_uid10_fpToFxPTest_b_1                          ; 26    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|excZ_x_uid11_fpToFxPTest_delay                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|redist0_signX_uid25_fpToFxPTest_b_1                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst                                                               ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst                                                                                            ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist2_expSum_uid44_fpMulTest_q_3                                ; 12    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|stickyRangeComparator_uid59_fpMulTest_delay                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist0_normalizeBit_uid49_fpMulTest_b_1                          ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im11_component|auto_generated  ; 39    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im0_component|auto_generated   ; 17    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im5_component|auto_generated   ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im8_component|auto_generated   ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist1_signR_uid48_fpMulTest_q_3                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|signR_uid48_fpMulTest_delay                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist8_excZ_x_uid15_fpMulTest_q_3                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|excZ_x_uid15_fpMulTest_delay                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist4_expXIsMax_uid30_fpMulTest_q_3                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|expXIsMax_uid30_fpMulTest_delay                                   ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist3_fracXIsZero_uid31_fpMulTest_q_3                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|fracXIsZero_uid31_fpMulTest_delay                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist5_excZ_y_uid29_fpMulTest_q_3                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|excZ_y_uid29_fpMulTest_delay                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist7_expXIsMax_uid16_fpMulTest_q_3                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|expXIsMax_uid16_fpMulTest_delay                                   ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist6_fracXIsZero_uid17_fpMulTest_q_3                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|fracXIsZero_uid17_fpMulTest_delay                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst                                                                   ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst                                                                                              ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|redist0_fracRnd_uid15_fxpToFPTest_merged_bit_select_b_1       ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|sticky_uid20_fxpToFPTest_delay                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|redist1_signX_uid6_fxpToFPTest_b_1                            ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst                                                               ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst                                                                                            ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|step_motor_encoder_inst                                                                                                                         ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|table_ram_stp_table_inst|altsyncram_component|auto_generated                                                                                    ; 88    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|table_ram_stp_table_inst                                                                                                                        ; 88    ; 33             ; 0            ; 33             ; 64     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|table_ram_spd_table_inst|altsyncram_component|auto_generated                                                                                    ; 88    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst|table_ram_spd_table_inst                                                                                                                        ; 88    ; 33             ; 0            ; 33             ; 64     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_7_inst                                                                                                                                                 ; 56    ; 1              ; 0            ; 1              ; 452    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|sensor_debounce_util_stop_inst                                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|sensor_debounce_em_stop_inst                                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|sensor_debounce_reset_inst                                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_base_logic_inst                                                                                                                      ; 36    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|expXIsMax_uid12_fpToFxPTest_delay                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|redist1_frac_x_uid10_fpToFxPTest_b_1                          ; 26    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|excZ_x_uid11_fpToFxPTest_delay                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst|redist0_signX_uid25_fpToFxPTest_b_1                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst|motor_encoder_fp_to_int_inst                                                               ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_fp_to_int_inst                                                                                            ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist2_expSum_uid44_fpMulTest_q_3                                ; 12    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|stickyRangeComparator_uid59_fpMulTest_delay                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist0_normalizeBit_uid49_fpMulTest_b_1                          ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im11_component|auto_generated  ; 39    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im0_component|auto_generated   ; 17    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im5_component|auto_generated   ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|prodXY_uid105_prod_uid47_fpMulTest_im8_component|auto_generated   ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist1_signR_uid48_fpMulTest_q_3                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|signR_uid48_fpMulTest_delay                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist8_excZ_x_uid15_fpMulTest_q_3                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|excZ_x_uid15_fpMulTest_delay                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist4_expXIsMax_uid30_fpMulTest_q_3                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|expXIsMax_uid30_fpMulTest_delay                                   ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist3_fracXIsZero_uid31_fpMulTest_q_3                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|fracXIsZero_uid31_fpMulTest_delay                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist5_excZ_y_uid29_fpMulTest_q_3                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|excZ_y_uid29_fpMulTest_delay                                      ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist7_expXIsMax_uid16_fpMulTest_q_3                             ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|expXIsMax_uid16_fpMulTest_delay                                   ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|redist6_fracXIsZero_uid17_fpMulTest_q_3                           ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst|fracXIsZero_uid17_fpMulTest_delay                                 ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst|motor_encoder_mul_pos_inst                                                                   ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_mul_pos_inst                                                                                              ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|redist0_fracRnd_uid15_fxpToFPTest_merged_bit_select_b_1       ; 27    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|sticky_uid20_fxpToFPTest_delay                                ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst|redist1_signX_uid6_fxpToFPTest_b_1                            ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst|motor_encoder_int_to_fp_inst                                                               ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst|motor_encoder_int_to_fp_inst                                                                                            ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|step_motor_encoder_inst                                                                                                                         ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|table_ram_stp_table_inst|altsyncram_component|auto_generated                                                                                    ; 88    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|table_ram_stp_table_inst                                                                                                                        ; 88    ; 33             ; 0            ; 33             ; 64     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; step_motor_control_6_inst|table_ram_spd_table_inst|altsyncram_component|auto_generated                                                                                    ; 88    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
